Horodateur,Date,Heure / Time,Vélos depuis le 1er janvier / Grand total,Vélos ce jour / Today's total,"Si vous souhaitez, vous pouvez transmettre une image ou une vidéo ici","Une remarque, un commentaire ? L'espace ci-dessous vous est ouvert ! / Open comments below",Date,,
24/12/2020 09:25:03,24/12/2020,08:49:00,324702,62,,Bon réveillon Totem 😘,,,
24/12/2020 12:49:34,24/12/2020,08:49:00,324702,62,,Bon réveillon Totem 😘,,,
24/12/2020 14:23:07,24/12/2020,11:59:00,324851,211,,"petit papa totaym, quand tu descendras de ton piédestaaaal, viens faaaaaire, du vélo avec nousss...",,,
24/12/2020 20:49:40,24/12/2020,10:38:00,324794,154,,,,,
25/12/2020 19:04:40,25/12/2020,16:21:00,325323,120,,JOYEUX NOËL TOTAYM,,,
25/12/2020 19:05:05,25/12/2020,17:01:00,325345,142,,MERRY TOTEMAS,,,
26/12/2020 16:16:50,26/12/2020,15:59:00,325679,254,,noyel,,,
27/12/2020 15:16:20,27/12/2020,07:19:00,325846,5,,,,,
27/12/2020 15:17:10,27/12/2020,08:39:00,325856,15,,Glagla,,,
27/12/2020 15:19:36,27/12/2020,13:44:00,325975,134,,,,,
28/12/2020 15:21:00,28/12/2020,14:27:00,326395,254,,,,,
28/12/2020 23:07:36,28/12/2020,16:36:00,326478,337,,Merci Barbara !,,,
29/12/2020 17:51:47,29/12/2020,16:48:00,327106,419,,Totaym que ferait-on sans toua ?,,,
29/12/2020 17:53:23,29/12/2020,15:04:00,327000,313,,Ach Toteym ! Wunderbar,,,
30/12/2020 22:18:22,30/12/2020,21:22:00,327961,623,,merci Nico  :),,,
31/12/2020 08:48:55,31/12/2020,08:48:00,328035,57,,Dernier relevé avant le reset? ,,,
31/12/2020 17:29:07,31/12/2020,17:01:00,328401,423,,les derniers chiffres (bien visibles tous deux) de 2020 ???? :-D ,,,
01/01/2021 11:26:45,01/01/2021,11:00:00,49,49,,Merci Barbara ! #FirstTotemDrogay2021! ,,,
01/01/2021 12:57:48,01/01/2021,12:26:00,85,85,,with frangin from totaym with love,,,
01/01/2021 17:23:54,01/01/2021,16:43:00,256,256,,famille de totaym droguay ter,,,
02/01/2021 06:56:41,02/01/2021,06:01:00,382,1,,pierreeee,,,
02/01/2021 19:50:08,02/01/2021,19:25:00,703,322,,pour tous les totems du monde entier,,,
03/01/2021 11:25:35,03/01/2021,06:46:00,764,10,,,,,
03/01/2021 11:26:21,03/01/2021,09:48:00,787,33,,,,,
04/01/2021 14:53:37,04/01/2021,13:57:00,1644,500,,"fidèle au poste le toto, comme papa !",,,
04/01/2021 21:53:55,04/01/2021,16:39:00,1810,666,,Première erreur de saisie de l'année \o/,,,
05/01/2021 11:51:45,05/01/2021,08:26:00,2365,132,,chiffres reconstitués d'après relevés opendata et photo floue,,,
05/01/2021 14:36:54,05/01/2021,14:04:00,2755,522,,vive le mode nuit (et totaym que j'aym),,,
06/01/2021 13:29:47,06/01/2021,09:45:00,3696,279,,youhou,,,
06/01/2021 13:30:07,06/01/2021,12:26:00,3893,476,,oué !,,,
06/01/2021 18:08:12,06/01/2021,17:34:00,4336,919,,den for clém,,,
07/01/2021 14:38:13,07/01/2021,09:52:00,4970,284,,,,,
07/01/2021 14:38:55,07/01/2021,13:27:00,5166,480,,,,,
07/01/2021 20:58:56,07/01/2021,20:51:00,5805,1119,,den pour youn,,,
08/01/2021 08:52:15,08/01/2021,08:32:00,5976,138,,-2°C !,,,
08/01/2021 11:36:30,08/01/2021,10:12:00,6137,299,,den pour anonyme sur toile,,,
08/01/2021 15:52:56,08/01/2021,13:56:00,6358,520,,totaym_gps,,,
08/01/2021 21:57:15,08/01/2021,16:39:00,6543,705,,"changer l'intitulé du champ ""Vélos depuis la mise en service / Grand total""",,,
09/01/2021 11:25:06,09/01/2021,10:32:00,7118,98,,bonne année toto,,,
09/01/2021 11:25:55,09/01/2021,11:04:00,7158,138,,C'est encore moi :) ,,,
09/01/2021 14:57:01,09/01/2021,13:20:00,7298,278,,la musique de totaym est si douce à nos oreilles,,,
09/01/2021 14:57:38,09/01/2021,14:15:00,7348,328,,Que ferait-on sans totaym ?,,,
09/01/2021 21:03:19,09/01/2021,19:08:00,7603,583,,la perfection des deux chiffres bien visibles,,,
10/01/2021 07:14:50,10/01/2021,07:14:00,7715,5,,,,,
10/01/2021 13:45:07,10/01/2021,13:22:00,7885,175,,,,,
10/01/2021 14:15:33,10/01/2021,08:12:00,7720,10,,,,,
11/01/2021 14:44:25,11/01/2021,13:26:00,8691,478,,,,,
11/01/2021 14:45:14,11/01/2021,14:37:00,8775,562,,,,,
11/01/2021 21:39:12,11/01/2021,16:39:00,8921,708,,@time,,,
12/01/2021 08:57:32,12/01/2021,08:28:00,9549,137,,"Aujourd'hui Ste Tatiana, les 10 000 tu passeras.",,,
12/01/2021 21:17:19,12/01/2021,16:39:00,10134,722,,premier décompte au-delà de 10 000 ?,,,
13/01/2021 03:58:56,12/01/2021,16:04:00,10064,652,,,,,
13/01/2021 06:38:24,13/01/2021,06:17:00,10632,6,,,,,
13/01/2021 10:12:03,13/01/2021,09:59:00,10938,312,,,,,
13/01/2021 18:13:51,13/01/2021,18:07:00,11666,1040,,merci Nico !,,,
13/01/2021 18:14:39,13/01/2021,14:22:00,11299,673,,merci Clémence !,,,
13/01/2021 18:54:28,13/01/2021,18:43:00,11761,1135,,Merci Aurélien !,,,
14/01/2021 12:29:57,13/01/2021,09:50:00,10913,287,,,,,
14/01/2021 12:30:20,13/01/2021,10:56:00,11006,380,,,,,
14/01/2021 12:32:09,14/01/2021,08:26:00,12116,147,,,,,
14/01/2021 18:04:09,14/01/2021,17:37:00,12904,935,,,,,
14/01/2021 18:37:19,14/01/2021,18:24:00,13018,1049,,,,,
14/01/2021 18:38:03,14/01/2021,18:00:00,12949,980,,total reconstitué,,,
14/01/2021 22:11:06,14/01/2021,09:22:00,12274,305,,zhena,,,
15/01/2021 09:03:08,15/01/2021,08:30:00,13387,149,,,,,
16/01/2021 11:39:23,16/01/2021,09:48:00,14492,70,,,,,
16/01/2021 11:40:54,16/01/2021,10:32:00,14525,103,,Saura-t-on un jour qui se cache derrière le Twitter Totem ?,,,
16/01/2021 16:18:28,16/01/2021,15:30:00,14887,465,,,,,
16/01/2021 17:39:26,16/01/2021,14:38:00,14808,386,,"bcp de vélos, mais toto ne monte pas vite :(",,,
17/01/2021 07:08:05,17/01/2021,07:01:00,15232,15,,,,,
17/01/2021 09:37:13,17/01/2021,09:35:00,15267,50,,,,,
17/01/2021 21:06:59,17/01/2021,16:10:00,15635,418,,Pourquoi les fous aiment-ils les vélos ? (réponse Carambar : parce qu'ils déraillent),,,
18/01/2021 09:00:45,18/01/2021,08:29:00,16082,188,,La pratique augmente manifestement puisque le total du totem augmente chaque jour.,,,
18/01/2021 10:48:27,18/01/2021,10:17:00,16279,385,,,,,
18/01/2021 16:16:14,18/01/2021,16:15:00,16694,800,,,,,
18/01/2021 18:18:05,18/01/2021,18:00:00,17000,1106,,den pour nic,,,
18/01/2021 19:40:44,18/01/2021,16:39:00,16739,845,,Pas trop sûr de moi sur ce coup là... ,,,
19/01/2021 14:10:53,19/01/2021,13:30:00,17847,617,,,,,
19/01/2021 14:20:29,19/01/2021,14:00:00,17903,673,,,,,
19/01/2021 19:02:59,19/01/2021,17:54:00,18379,1149,,total du jour reconstitué. L'identité secrète de qui est derrière le compte TotemAlbert1er est : ..Aaaaaaaaaaarrhhhh,,,
19/01/2021 21:16:25,19/01/2021,16:43:00,18126,896,,"carnet mouillé, total reconstitué",,,
20/01/2021 12:42:06,20/01/2021,09:42:00,18950,300,,,,,
20/01/2021 12:43:13,20/01/2021,12:14:00,19140,490,,,,,
20/01/2021 15:36:12,20/01/2021,13:56:00,19273,623,,,,,
20/01/2021 15:36:41,20/01/2021,14:57:00,19342,692,,,,,
20/01/2021 16:10:01,20/01/2021,14:18:00,19301,651,,,,,
21/01/2021 08:56:50,21/01/2021,08:32:00,20044,186,,,,,
21/01/2021 18:36:10,21/01/2021,17:45:00,20958,1100,,,,,
21/01/2021 18:36:56,21/01/2021,18:04:00,21040,1182,,,,,
21/01/2021 23:07:31,20/01/2021,15:25:00,19378,728,,,,,
22/01/2021 09:33:54,22/01/2021,08:37:00,21483,182,,,,,
23/01/2021 18:11:04,23/01/2021,17:20:00,23163,700,,https://files.slack.com/files-pri/TEUFVB23Y-F01KKDK959T/oc-img_20210123_172123.jpg,,,
23/01/2021 18:12:34,23/01/2021,16:25:00,23080,617,,A totaym a day... (ah merde je l'ai déjà fayte). Si je vous parlais plutôt de topinambours ?,,,
23/01/2021 19:30:52,23/01/2021,18:26:00,23258,795,,,,,
24/01/2021 07:39:27,24/01/2021,07:38:00,23354,6,,"
",,,
24/01/2021 10:41:22,24/01/2021,10:38:00,23414,66,,,,,
24/01/2021 11:53:13,24/01/2021,11:53:00,23482,134,,,,,
24/01/2021 12:19:19,24/01/2021,12:18:00,23510,162,,,,,
25/01/2021 09:34:17,25/01/2021,08:32:00,24183,189,,,,,
25/01/2021 18:03:01,25/01/2021,17:52:00,25034,1040,,,,,
25/01/2021 18:06:33,25/01/2021,17:02:00,24879,885,,total estimé,,,
26/01/2021 09:04:16,26/01/2021,08:30:00,25493,182,,"-1°C des enfants, des cargos long-tail, des carrioles, des cargos douze, du saute-bouchon...",,,
26/01/2021 12:00:45,26/01/2021,11:57:00,25803,492,,,,,
26/01/2021 14:28:06,26/01/2021,14:00:00,25990,679,,,,,
26/01/2021 20:28:53,26/01/2021,19:54:00,26690,1379,,,,,
27/01/2021 12:39:13,27/01/2021,09:47:00,27093,329,,,,,
27/01/2021 12:39:34,27/01/2021,12:16:00,27317,553,,,,,
27/01/2021 15:50:48,27/01/2021,13:47:00,27481,717,,,,,
27/01/2021 15:51:15,27/01/2021,14:18:00,27526,762,,,,,
27/01/2021 15:51:38,27/01/2021,15:15:00,27613,849,,total reconstitué,,,
28/01/2021 08:51:58,28/01/2021,08:32:00,28424,178,,,,,
28/01/2021 08:59:00,28/01/2021,08:08:00,28345,99,,,,,
28/01/2021 18:26:29,28/01/2021,09:31:00,28578,332,,merci vincent !,,,
29/01/2021 14:23:42,29/01/2021,11:43:00,30141,439,,,,,
29/01/2021 14:26:06,29/01/2021,07:35:00,29737,35,,total reconstitué,,,
29/01/2021 14:27:19,29/01/2021,14:00:00,30360,658,,,,,
30/01/2021 12:05:17,30/01/2021,10:53:00,31270,155,,,,,
30/01/2021 13:18:30,30/01/2021,10:13:00,31222,107,,,,,
30/01/2021 13:19:19,30/01/2021,10:57:00,31275,160,,,,,
30/01/2021 15:20:05,30/01/2021,13:59:00,31448,333,,,,,
31/01/2021 13:31:54,31/01/2021,13:30:00,32008,270,,,,,
31/01/2021 17:20:57,31/01/2021,16:29:00,32216,478,,,,,
01/02/2021 16:00:55,01/02/2021,12:14:00,32926,481,,Merci Lucie B !,,,
01/02/2021 16:02:50,01/02/2021,14:01:00,33071,626,,,,,
02/02/2021 19:09:33,02/02/2021,17:50:00,34976,1221,,,,,
02/02/2021 19:24:30,02/02/2021,16:27:00,34721,966,,Je t'ai manqué ?,,,
02/02/2021 19:25:37,02/02/2021,16:41:00,34755,1000,,"toi, tu m'as manqué",,,
02/02/2021 19:31:31,02/02/2021,18:24:00,35079,1324,,https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1612289554005500?thread_ts=1612284782.003000&cid=CV1V589C2,,,
03/02/2021 13:26:52,03/02/2021,09:43:00,35673,345,,,,,
03/02/2021 13:27:13,03/02/2021,10:05:00,35715,387,,,,,
03/02/2021 13:34:10,03/02/2021,12:22:00,35903,575,,,,,
03/02/2021 16:10:44,03/02/2021,13:50:00,36070,742,,,,,
03/02/2021 16:11:27,03/02/2021,15:35:00,36238,910,,,,,
04/02/2021 08:55:10,04/02/2021,08:29:00,37049,183,,,,,
04/02/2021 13:36:31,04/02/2021,13:36:00,37569,703,,,,,
05/02/2021 08:58:16,05/02/2021,08:29:00,38504,151,,,,,
05/02/2021 14:37:18,05/02/2021,13:55:00,39011,658,,,,,
05/02/2021 14:39:25,05/02/2021,13:55:00,39011,658,,,,,
05/02/2021 19:32:18,04/02/2021,12:13:00,37426,560,,,,,
06/02/2021 12:25:19,06/02/2021,11:55:00,40069,225,,,,,
06/02/2021 12:27:44,06/02/2021,10:29:00,39965,121,,Merci Barbara !,,,
06/02/2021 13:44:47,06/02/2021,10:49:00,40000,156,,,,,
06/02/2021 19:12:35,06/02/2021,09:44:00,39922,78,,,,,
06/02/2021 19:13:20,06/02/2021,10:40:00,39978,134,,,,,
06/02/2021 19:14:47,06/02/2021,15:51:00,40373,529,,,,,
06/02/2021 19:15:40,06/02/2021,16:21:00,40398,554,,,,,
07/02/2021 17:45:12,07/02/2021,17:29:00,41188,506,,pat'patrouille totaym,,,
08/02/2021 09:03:32,08/02/2021,08:30:00,41540,170,,,,,
08/02/2021 12:24:09,08/02/2021,11:44:00,41825,455,,https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1612781137000500,,,
08/02/2021 22:04:18,08/02/2021,16:21:00,42177,807,,,,,
09/02/2021 18:55:22,09/02/2021,17:28:00,43728,1133,,,,,
09/02/2021 20:09:16,09/02/2021,16:26:00,43532,937,,,,,
09/02/2021 20:10:44,09/02/2021,16:44:00,43568,973,,"Plus galère celui-là... le temps de noter un nombre, il a déjà changé !",,,
09/02/2021 22:23:15,09/02/2021,21:14:00,44104,1509,,,,,
10/02/2021 16:35:29,10/02/2021,10:49:00,44590,457,,merci Clémence,,,
10/02/2021 18:07:13,10/02/2021,18:06:00,45433,1300,,,,,
11/02/2021 20:48:22,11/02/2021,19:37:00,47201,1518,,,,,
12/02/2021 17:04:19,12/02/2021,08:28:00,47479,140,,,,,
12/02/2021 17:04:40,12/02/2021,13:58:00,47980,641,,,,,
12/02/2021 20:18:04,12/02/2021,20:02:00,48453,1114,,Merci Miss NON AUX VOIES BUS VÉLO,,,
13/02/2021 16:34:08,13/02/2021,10:23:00,48596,117,,,,,
13/02/2021 16:35:24,13/02/2021,11:13:00,48663,184,,,,,
13/02/2021 16:36:07,13/02/2021,14:08:00,48899,420,,,,,
13/02/2021 16:47:29,13/02/2021,15:40:00,49029,550,,,,,
13/02/2021 16:47:52,13/02/2021,16:28:00,49095,616,,,,,
13/02/2021 19:01:24,13/02/2021,17:37:00,49186,707,,,,,
13/02/2021 19:02:49,13/02/2021,17:51:00,49218,739,,,,,
14/02/2021 10:51:41,14/02/2021,10:32:00,49476,83,,merci Barbara sur Slack,,,
14/02/2021 14:59:55,14/02/2021,15:00:00,49638,245,,,,,
14/02/2021 15:49:55,14/02/2021,15:05:00,49641,248,,,,,
14/02/2021 16:19:43,14/02/2021,15:20:00,49662,269,,,,,
15/02/2021 15:20:45,15/02/2021,14:12:00,50451,516,,Merci Aurore !,,,
15/02/2021 19:46:24,15/02/2021,19:31:00,50852,917,,,,,
16/02/2021 17:01:59,16/02/2021,17:00:00,51460,531,,,,,
16/02/2021 17:25:38,16/02/2021,08:16:00,50996,67,,on a good way,,,
16/02/2021 18:31:08,16/02/2021,17:05:00,51465,536,,,,,
17/02/2021 16:40:07,17/02/2021,16:15:00,52638,881,,,,,
17/02/2021 18:36:40,16/02/2021,19:52:00,51698,769,,toto tout trempé,,,
17/02/2021 20:29:50,17/02/2021,20:23:00,53077,1320,,,,,
18/02/2021 21:25:33,18/02/2021,17:58:00,53709,570,,merci Nico !,,,
19/02/2021 08:10:07,19/02/2021,07:57:00,53963,68,,,,,
19/02/2021 08:50:35,19/02/2021,08:50:00,54053,158,,,,,
19/02/2021 09:00:50,19/02/2021,09:00:00,54081,186,,,,,
19/02/2021 19:17:00,19/02/2021,17:50:00,54769,874,,Merci Paul Rhoné !,,,
20/02/2021 14:28:33,20/02/2021,10:26:00,55119,99,,,,,
20/02/2021 18:01:57,20/02/2021,17:11:00,55496,476,,,,,
20/02/2021 18:03:41,20/02/2021,17:33:00,55520,500,,,,,
21/02/2021 18:35:41,21/02/2021,14:31:00,55930,255,,,,,
21/02/2021 22:06:43,21/02/2021,10:40:00,55746,71,,,,,
21/02/2021 22:08:36,21/02/2021,12:02:00,55815,140,,,,,
22/02/2021 17:26:30,22/02/2021,17:25:00,56674,422,,merci Marie !,,,
23/02/2021 17:53:27,23/02/2021,17:33:00,57578,742,,,,,
24/02/2021 19:32:55,24/02/2021,19:23:00,59027,1136,,,,,
24/02/2021 20:02:17,24/02/2021,19:54:00,59064,1173,,Merci Youna !,,,
25/02/2021 13:18:55,25/02/2021,12:19:00,59599,436,,Que faisait-elle là ? Avait-elle décidé de peindre du Mondrian ? Etait-elle accompagnée d'une troupe de petits cyclistes ? Filait-elle comme le vent au guidon d'un Bullitt bleu pour livrer des légumes ? Toto aimerait savoir :),,,
25/02/2021 17:50:27,25/02/2021,17:50:00,60184,1021,,,,,
26/02/2021 20:57:05,26/02/2021,16:11:00,61263,792,,,,,
26/02/2021 20:57:48,26/02/2021,17:43:00,61481,1010,,merci @MTPVélo,,,
26/02/2021 20:57:57,26/02/2021,18:06:00,61534,1063,,,,,
27/02/2021 12:15:40,27/02/2021,06:23:00,61757,15,,,,,
27/02/2021 12:16:24,27/02/2021,10:57:00,61916,174,,,,,
27/02/2021 12:17:22,27/02/2021,10:26:00,61875,133,,,,,
28/02/2021 18:17:42,27/02/2021,10:12:00,61865,123,,,,,
28/02/2021 18:18:27,27/02/2021,10:59:00,61917,175,,,,,
28/02/2021 18:20:03,27/02/2021,14:00:00,62198,456,,,,,
28/02/2021 18:21:12,28/02/2021,16:30:00,63144,430,,,,,
28/02/2021 18:23:13,28/02/2021,17:45:00,63255,541,,,,,
01/03/2021 15:04:27,01/03/2021,14:12:00,64227,778,,"Totem, my heart is still beating for you, big kiss",,,
01/03/2021 20:57:33,01/03/2021,15:51:00,64379,930,,merci Aurore ;-) ,,,
01/03/2021 20:58:11,01/03/2021,18:21:00,64875,1426,,merci Nico !,,,
02/03/2021 19:18:43,02/03/2021,19:13:00,66662,1550,,,,,
02/03/2021 19:59:20,02/03/2021,16:24:00,66154,1042,,avant la sortie de l'école : ~17 vélos garés autour,,,
02/03/2021 20:00:25,02/03/2021,16:43:00,66200,1088,,Après la sortie de l'école...,,,
02/03/2021 22:51:15,02/03/2021,22:40:00,66797,1685,,,,,
03/03/2021 11:29:55,03/03/2021,11:07:00,67337,532,,,,,
03/03/2021 11:30:43,03/03/2021,11:07:00,67337,532,,,,,
03/03/2021 12:35:00,03/03/2021,12:14:00,67455,650,,,,,
03/03/2021 16:47:10,03/03/2021,13:49:00,67630,825,,,,,
03/03/2021 16:47:38,03/03/2021,15:45:00,67805,1000,,,,,
03/03/2021 21:11:52,03/03/2021,19:57:00,68374,1569,,merci Youna !,,,
04/03/2021 08:51:22,04/03/2021,08:25:00,68660,187,,,,,
